"","lichen.rich","Parmeliaceae","Physciaceae","fric","fdiv","raoQ","wetness","rain_lowRH","mat","iso","pseas","ap","rh","totalNS","radiation","ap_reg_mean","rh_reg_mean","wetness_reg_mean","rain_lowRH_reg_mean","mat_reg_mean","iso_reg_mean","pseas_reg_mean","ap_reg_var","rh_reg_var","wetness_reg_var","rain_lowRH_reg_var","mat_reg_var","iso_reg_var","pseas_reg_var","ap_reg_cv","rh_reg_cv","mat_reg_cv","iso_reg_cv","pseas_reg_cv","totalNS_reg","regS_tree","bark_moist_pct.ba","bark_moist_pct.rao.ba","wood_SG.ba","wood_SG.rao.ba","PC1","LogSeed.ba","LogSeed.rao.ba","PIE.ba.tree","propDead","light.mean","lightDist.mean","regS","regFIA","regParm","regPhys","tot_abun_log","parm_abun_log","phys_abun_log","bigTrees","diamDiversity"
"1997_56_29_8639",6,6,0,107.0257354,0.716458071,249.5222319,-1.13584591307289,0.498042051719046,-1.1,4,19,562,77.2164217481113,157.755859375,411322.9836,387.968229,88.40640954,-0.859446859,-0.364471849,5.077117573,3.657691098,39.17426864,12286.20572,47.53868357,0.163059996,0.152846964,6.696099688,0.059546713,334.9532584,31.6680717688355,0.537728925055947,1.3188782004202,0.0162798638279104,8.55033852649865,187.6911426,35,84.3003196214354,0.000985317357896479,0.393603835457225,0.0137908972318233,0.139898616515725,0.784710052929226,0.00258076202504704,0.498196162499618,0,30,6.66666666666667,293.508102510497,206.855012689922,82.3549305970368,42.1271072445281,2.272125886,2.653241965,0,-1.1366045478237,0.323264493163177
"1997_56_29_8645",7,7,0,68.84535074,0.711212237,300.2052431,-1.20458557678368,0.462378018664646,0.8,3.9,19,531,76.8914487978127,203.349029541016,4178572.371,391.0410016,89.02584064,-0.822749785,-0.390820251,4.998679245,3.64541471,40.02879499,13809.14829,44.2834867,0.16344464,0.144238852,6.344100174,0.064289394,324.8282251,35.313811680867,0.497422842420239,1.26915528343728,0.0176356873262302,8.11486394184858,215.1146036,35,79.7477104533763,0.0247941708490749,0.440387231639872,0.00260136929359782,0.172803592366361,1.15187435406118,0.00388010703028449,0.211442547895248,0.0754716981132075,42.2222222222222,7.56565656565657,303.220498123474,218.03333634905,84.9424766140062,39.7464684770251,4.766438334,5.14894691,0,-0.399538228933525,-0.404356140657362
"1997_56_29_8653",4,4,0,67.21809569,0.708891783,282.8732581,-1.07191157821565,0.690065166995824,0.5,3.9,18,638,75.9579305856747,136.4873046875,3630856.723,393.7723881,89.7704028,-0.779582307,-0.423434044,4.885879413,3.612655473,41.78140547,14332.39359,39.4086062,0.150449819,0.13533294,5.856544297,0.073982869,326.8016572,36.3976602299505,0.438993309273644,1.19866738450755,0.0204788055636436,7.82170091034039,217.8835446,35,60,0,0.45,0,0.158566725545986,1.34044411484012,0,0,0,47.5,15,299.611482008348,213.791377929831,85.0662616801586,37.8473596105422,2.197224577,2.397895273,0,0.384430364710037,1.23822204595455
"1997_56_29_8668",6,4,1,278.6289868,0.651123625,340.7551039,-0.831272245532225,0.580772420565382,-1.5,3.9,14,677,79.3960648826476,256.362426757812,3752218.235,396.1767442,89.44947031,-0.792150405,-0.403337748,4.916168224,3.628496124,40.74139535,15500.89617,42.05482393,0.167013746,0.138892995,6.066217161,0.069773947,318.1893064,39.1262142388014,0.470151738006418,1.23393197396819,0.0192294395847617,7.80997566888685,222.7933438,36,65.587036507086,0.000529283091011915,0.365291458094603,0.0105655314190197,0.195708086862933,1.37249683473278,0.0143321871220954,0.673487342895912,0.0476190476190476,49.8387096774194,13.3333333333333,300.106889872147,214.731545795372,84.2984851346059,38.5728016409568,4.276666119,4.363098625,1.098612289,1.48411396156935,-0.271594100521316
"1997_56_29_8669",5,5,0,81.86017326,0.744915883,281.1527078,-0.0296677010308278,-0.321867959515237,-1.1,3.8,15,647,96.1405226656702,208.854904174805,4287092.631,404.5390115,89.0966852,-0.795970909,-0.371251909,4.95649594,3.649051912,39.35219148,18943.47492,46.70139358,0.204510272,0.145022165,6.383989342,0.063749878,295.9856863,46.827313019229,0.524165332022925,1.28800455387844,0.0174702579018832,7.52145370227803,212.697737,35,60.4937310476152,0.00746853766110005,0.383453198180084,0.000788395978134811,0.162638807758562,0.824946836449945,0.0114389972449889,0.278072231164671,0.0925925925925926,40,7.97872340425532,313.593735474382,220.68401848803,90.4681148379479,39.853802966455,4.406719247,4.610157727,0,-0.986227686671123,-0.149271487641679
"1997_56_29_8672",6,6,0,246.6004015,0.725253482,336.5192807,-0.209807251359045,0.0805504290872584,-1.4,3.7,16,713,90.4168049805597,308.922912597656,4138492.503,410.997514,89.1260561,-0.783053757,-0.361324117,4.944801748,3.653231821,39.14014916,20971.97637,47.30632017,0.219750386,0.144879303,6.507133338,0.063683988,287.0226275,51.0270151415076,0.530779911510075,1.31595434349454,0.0174322329160507,7.33320218905369,216.82483,36,70.486766953799,0.00248653047676687,0.321920424065636,0.00112139098489941,0.1914561654927,0.891324182610914,0.00545118788465902,0.528534753043843,0.216216216216216,47.5,8.66153846153846,314.239845866763,220.797807888955,90.7743374185817,39.2965767239132,4.460144414,4.744932128,0,0.417228813147442,0.0588657749072257
"1997_56_3_8609",6,6,0,73.27803328,0.653451318,299.7707681,-0.845235731550123,0.234374759684073,-0.3,3.6,28,570,82.662279689184,235.717559814453,3695274.21,386.6090226,90.56421907,-0.751925127,-0.4765712,5.449827098,3.552944862,47.48057644,9514.359154,37.39191624,0.11445597,0.133175504,5.695041637,0.084560426,372.778062,24.609770072138,0.412877366182538,1.04499492086455,0.0238000952123979,7.8511696771641,180.9136136,36,65.6944456947383,0.00146575784682617,0.383251489099938,0.00120876177180223,0.180979125387941,0.610109354599523,0.000413420542902332,0.139389913171883,0.155555555555556,48.4210526315789,16.6571834992888,299.942855831669,207.962668236123,84.5937191651575,42.8755650113141,4.822295665,5.16049105,0,0.624202212442449,-0.390744632185327
"1997_56_3_8620",8,8,0,437.4189377,0.704917416,369.4845769,-0.90564414681232,0.247633118342635,0.6,3.7,28,556,81.9384927685745,273.789459228516,3428598.148,379.48278,90.8271622,-0.750232868,-0.501641199,5.229919054,3.539280174,47.45268383,9068.864927,37.39355615,0.112325397,0.133001334,5.258279283,0.087624808,349.9188499,23.897961659815,0.411700148328536,1.00542268985565,0.0247578048903003,7.37405814924167,149.5245035,36,68.89936023957,0.00233441403480015,0.319991244138753,0.000896698370097673,0.191961437855317,0.940197338266331,0.00462921502575217,0.509609694197817,0.0983606557377049,53.936170212766,10.4440333024977,282.194273219408,198.528945907204,77.8182686671607,40.7913457087396,5.239098007,5.433722004,0,-0.470686796607674,-0.0209466885247397
"1997_56_33_8599",8,5,2,306.5629045,0.78827406,373.1404276,-0.622673256917831,-0.648288507399103,7.3,3.5,55,374,93.5212856371721,145.153411865234,3947831.96,392.6146646,92.26540482,-0.655239004,-0.553031154,5.706259781,3.450234009,52.65834633,8630.557151,48.10831811,0.150304491,0.147820842,5.229309582,0.117912711,298.7774311,21.9822587620177,0.521412312706525,0.916416318691257,0.0341752793266841,5.67388556464758,155.4961018,38,60,0,0.45,0,0.158566725545986,1.34044411484012,0,0,0,45,30,292.561746734788,200.366489741383,79.4935479991804,43.2848530444524,2.128231706,1.824549292,1.098612289,0.0442024027323489,1.40305855042883
"1997_56_33_8614",7,6,0,83.56395314,0.774426591,270.5994403,-0.611276141718669,-0.0197919972632259,0.2,3.7,28,564,87.4581930514741,259.860137939453,4068545.525,383.7626168,90.93181247,-0.738011514,-0.500071112,5.421100344,3.530965732,48.48130841,9078.578097,38.93700023,0.11856882,0.134594069,5.417137501,0.090321597,354.9365467,23.6567547217121,0.428199979438945,0.999268996560009,0.0255798565761895,7.32110081886299,194.6585558,36,67.9268533863336,0.00180446478575554,0.357120255093114,0.00310422521469152,0.19364842450576,0.649829355445419,0.00197907778500458,0.553918348246351,0.0819672131147541,39.2727272727273,14.7272727272727,295.670539350696,206.372703774376,81.5284839872623,42.6426695237852,5.167639043,5.303304908,0,-0.618133271212468,-0.235735091989796
"1997_56_33_8617",11,8,0,538.5818145,0.774428708,327.0194898,-0.773261846377458,0.189343763999199,-0.3,3.8,26,578,83.8118699034,272.391387939453,3226750.698,381.6293989,90.90314039,-0.743062822,-0.502204185,5.32715625,3.533291809,48.10246029,9092.116818,38.47577187,0.115711767,0.13513895,5.343666809,0.089137416,352.5717416,23.8244664698446,0.423261195432062,1.00309931945398,0.0252278670482153,7.32959893266199,180.7783125,37,72.3178190996239,0.00242207167070701,0.326372502228175,0.00115320374922659,0.19189605548788,0.766846367350862,0.00438570999441442,0.536362245551998,0.159090909090909,43.8235294117647,10.0713012477718,285.28322875421,200.845878864024,78.9935414420018,41.3845997453354,5.278114659,5.247024072,0,0.804627956325708,-0.041964066151411
"1997_56_33_8621",4,4,0,115.8034725,0.732566221,236.2123205,-0.781217167224476,-0.122647727821303,2.8,3.7,33,483,86.7990701326311,208.895416259766,2138103.731,379.0300962,91.17511151,-0.73299234,-0.519814827,5.291251557,3.513527769,48.92522495,8817.298597,39.40172629,0.11888168,0.135591585,5.142137704,0.094075167,333.6222778,23.2627928109103,0.432154407463252,0.971818793456771,0.0267751312028979,6.81902389086511,179.467962,36,12,0,0.37,0,0.162638807758562,2.02530586526477,0,0,0,45,0,282.21017743485,198.753694761165,77.2612909699151,40.3368654761514,1.945910149,2.140066163,0,-2.2869631140441,0.0315155199111226
"1997_56_35_7155",6,4,1,172.7921185,0.622897418,350.7016258,-0.406824225328716,-0.486937086159143,-1.6,3.8,14,486,94.0567326979816,205.499206542969,4098085.872,379.740431,85.71260822,-1.010388967,-0.241239823,5.388202973,3.706465101,34.87906079,13658.61825,67.38547915,0.232114319,0.194373354,8.831891176,0.044916361,312.8528079,35.9683013316009,0.786179309548492,1.63911627313524,0.0121183822796231,8.96964542089093,133.5723657,34,63.9510634751446,1.84097707331357e-06,0.376574443260125,0.000876795589439283,0.193453216665331,0.617024210191349,0.000721070215534584,0.0930834827808806,0.173913043478261,46.0526315789474,14.5029239766082,300.069847886247,211.662045651029,87.057550496813,45.8303815394475,4.060443011,3.931825633,2.463853241,0.653211394460714,0.379025767295826
"1997_56_35_7158",5,4,0,76.29533999,0.680149879,262.8294308,-0.233808524192756,-1.36046791397767,1.8,3.9,31,278,104.339206724622,146.470428466797,1901969.102,379.8589785,85.7896513,-1.006268632,-0.244960906,5.292900936,3.711789271,34.38869258,13711.24714,67.79156578,0.235890343,0.192999147,8.638342098,0.046297344,298.5975842,36.0956247345882,0.790206799453444,1.63206192642786,0.0124730529186338,8.68301647424829,144.688726,32,77.4391339979606,0.00637908277469314,0.416000074446143,0.00484367285802488,0.17666943036093,0.800494822941363,0.00306831574535725,0.51044412552538,0.407407407407407,29.6774193548387,11.8709677419355,300.567426934513,212.434492004825,86.9244145571389,45.4434920498706,4.537961436,4.317488114,0,-0.0700575845016304,-0.276901282806255
"1997_56_35_7168",4,2,1,124.5204113,0.732401048,328.3378842,-1.00269084177576,-0.190810115263776,1.5,3.8,11,397,85.2927641213141,156.080322265625,3714585.253,375.4309677,84.6815782,-1.070114737,-0.196027726,5.262613489,3.754967742,31.11193548,14707.99039,79.51110365,0.28553588,0.209708291,9.057826576,0.05009148,233.212055,39.1762844714315,0.938942156489001,1.72116508174747,0.0133400560115917,7.49590314462815,175.791573,27,102,0,0.35,0,0.106700538681061,-0.854950280865728,0,0,0.2,51.875,11.8333333333333,294.00340114627,207.490115489733,86.9609167448563,42.967805592079,3.713572067,3.713572067,2.397895273,-1.36159005928031,-0.137417769304352
"1997_56_35_7870",5,3,1,115.8844547,0.654246135,332.4770932,-1.28596326833862,0.250751787039863,-0.3,4,13,444,78.171159917407,160.09196472168,3430298.779,383.359146,86.58474984,-0.959912171,-0.279529289,5.167777066,3.710930529,34.71574251,13735.65197,66.14488134,0.239891422,0.180607393,7.777666893,0.051901525,286.4929685,35.8297228938422,0.763932233588815,1.50503142718192,0.0139861214308386,8.25253754596995,182.3964805,33,68.4832558625869,0.00228100150100062,0.316854069828234,0.000346417237041022,0.159561001880156,0.981886441274971,0.00441311601045507,0.450515616771848,0,35.8695652173913,15.3359683794466,283.616285716617,201.572645433257,80.4918373364774,41.1535125785359,4.197201948,4.154969184,2.583997552,-0.683387723225513,-0.0484573107768564
"1997_56_37_6511",3,0,1,13.92345599,0.751233715,212.2636299,-1.45619264269542,-0.154923101404877,4.7,3.7,25,273,80.484446824695,99.4362182617188,3707762.61,372.5582701,82.76243024,-1.172617257,-0.103200054,5.699071002,3.769362826,30.90689997,17536.38275,85.40747034,0.296404591,0.245420598,10.89339442,0.054906496,262.9754775,47.0701744059875,1.03195943004972,1.91143335750285,0.0145665192061827,8.50863327461696,96.05822601,31,60,0,0.68,0,0.158566725545986,2.17318626841227,0,0,0,72.5,9.28571428571429,298.555175289815,203.856721268852,87.3494504506345,45.8795884126496,2.501435952,0,1.435084525,-0.000204266988204416,0.432700358879664
"1997_56_39_7871",9,7,1,358.8010336,0.675325819,370.8136367,-0.73870717651939,-0.0775933276910679,0.6,3.9,17,509,86.7740709346944,238.524627685547,4223388.051,385.8226319,86.41050585,-0.964631077,-0.266513704,5.148866177,3.730260648,33.49459631,15105.56344,71.15496172,0.272149315,0.182068554,7.8320075,0.05201246,255.7336751,39.1515743014141,0.823452669557541,1.52111304329205,0.0139433849020408,7.63507261688206,224.0234152,34,89,0,0.45,0,0.12881295936195,1.03259000944318,0,0,0,45.8333333333333,20.3333333333333,279.229355076018,198.307635457567,79.344454795304,36.6540874059875,3.535145354,3.761200116,1.223775432,0.625866178005184,0.536870855206018
"1997_56_39_7874",8,5,1,338.8273815,0.719229914,361.0557706,-0.641511720325836,-0.134374449652936,1.7,3.8,17,521,88.2869135286837,339.834686279297,4011687.81,389.5305149,86.55972171,-0.950793691,-0.267863455,5.126509103,3.734202161,33.32263191,15912.83484,70.52553057,0.27663035,0.178905584,7.623552634,0.052368791,244.3814081,40.8513177564154,0.814761521603325,1.48708457955117,0.0140240910218894,7.33379670489539,239.8852347,34,71.3814310420215,0.00728448945623107,0.371985015089284,0.00585074409194442,0.20627488814063,0.589848095015515,0.0119316986432459,0.614256949468292,0.166666666666667,42.1428571428571,15.6043956043956,290.405199536869,208.586008870497,82.592899865644,36.5068550003688,4.624972813,4.477336814,2.079441542,-0.141352747201294,0.123197056515918
"1997_56_39_7875",5,4,0,78.84969363,0.654026011,322.8201861,-0.719671377107296,-0.10336484947511,-0.7,4,13,507,87.2143094751279,206.55859375,1611461.21,387.1260718,87.20069109,-0.922223789,-0.304531187,5.106668794,3.697777072,35.80978088,13830.80653,61.44610762,0.225679519,0.171021418,7.385646544,0.054042071,296.6318484,35.7268795296881,0.704651612870606,1.44627483040953,0.0146147455478625,8.28354268332513,211.7031908,34,78.1790896503426,0.000492886823794316,0.328973862062928,7.48550545003372e-05,0.156314073595948,0.542362816379419,0.00095360162300413,0.0973489983776885,0.102564102564103,39.3939393939394,13.3712121212121,277.632077778238,196.890955942213,78.7338743623996,38.3888475646884,4.204692619,4.204692619,0,1.59226973772219,-0.31495766430406
"1997_56_39_7877",6,5,0,73.68495742,0.685728447,271.8079303,-0.318580499013455,-0.282176889294676,-0.9,3.9,19,573,92.9119411870921,293.910797119141,3159956.792,389.9693329,87.29926187,-0.912419685,-0.304759583,5.087325286,3.701928549,35.54726525,14931.24352,62.62456973,0.240912781,0.168132903,7.306547276,0.054376419,283.7456306,38.2882505374566,0.717355088560269,1.43622569134849,0.0146886732902202,7.98220703068009,257.2751518,34,66.5534629820548,0.00149733874083067,0.327624601308032,0.00550778750217632,0.193627124537397,1.20489015372875,0.00745313188411311,0.464490824872763,0.211538461538462,33.6585365853659,13.7439024390244,285.697046571599,202.567324082221,81.3312049472334,36.7560406940684,4.33073334,4.465908119,0,-0.221688278382533,-0.0413158857406483
"1997_56_39_7883",6,6,0,63.6340714,0.720999346,295.8675599,-0.280600000791573,-0.404353917165906,0.1,3.9,15,548,94.485512506342,276.066802978516,4359776.314,391.944462,87.80591999,-0.883309964,-0.327217343,5.057641091,3.687882613,36.63332281,15081.69388,57.18784546,0.222259668,0.159479484,7.032635855,0.055920042,294.0757327,38.4791605500475,0.651298289073368,1.39049721569102,0.0151631838288124,8.02754732966032,279.8343732,34,69.0169169577006,0.00217666881355523,0.330361414013947,0.00425464565538993,0.193058223957088,1.00594345878141,0.00840502456327114,0.605635582551386,0.1875,37.1739130434783,10.2371541501976,290.040759902427,207.166397180379,82.5290766696423,38.1246724363133,4.430816799,4.682131227,0,1.64310725605494,-0.482981414767164
"1997_56_39_7884",6,5,1,199.1637875,0.714699548,357.786422,-0.350676017176021,0.0462904132335927,-0.4,3.8,21,661,89.3693582859484,404.255920410156,3988054.063,396.1766004,87.41855986,-0.895896025,-0.300378028,5.090462611,3.708735415,35.29044465,17083.70382,61.70088407,0.252105122,0.164363417,7.228146727,0.053750167,261.4944796,43.1214357504997,0.705809889442395,1.41993906631996,0.0144928556463228,7.40978137831426,275.7102325,36,62.4657724210829,0.00303332873009298,0.378691517977692,0.000278148792402822,0.193018730917481,0.636904143712429,0.00238278476849018,0.0845072292031788,0.186046511627907,40.2941176470588,8.41354723707665,298.152122685094,213.176119527915,87.0265845198621,37.0061038124644,4.356708827,4.463030419,2.079441542,-1.00166189291694,0.0878265393384853
