"","lichen.rich","Parmeliaceae","Physciaceae","fric","fdiv","raoQ","wetness","rain_lowRH","mat","iso","pseas","ap","rh","totalNS","radiation","ap_reg_mean","rh_reg_mean","wetness_reg_mean","rain_lowRH_reg_mean","mat_reg_mean","iso_reg_mean","pseas_reg_mean","ap_reg_var","rh_reg_var","wetness_reg_var","rain_lowRH_reg_var","mat_reg_var","iso_reg_var","pseas_reg_var","ap_reg_cv","rh_reg_cv","mat_reg_cv","iso_reg_cv","pseas_reg_cv","totalNS_reg","regS_tree","bark_moist_pct.ba","bark_moist_pct.rao.ba","wood_SG.ba","wood_SG.rao.ba","PC1","LogSeed.ba","LogSeed.rao.ba","PIE.ba.tree","propDead","light.mean","lightDist.mean","regS","regFIA","regParm","regPhys","tot_abun_log","parm_abun_log","phys_abun_log","bigTrees","diamDiversity","lichen.rich_log","Parm_log","Phys_log"
"1997_56_25_7099",-1.1134728726755,-1.02113245461427,-0.439318240127211,-1.19213955320313,1.38035146494213,-0.177347158163939,-0.733997819719144,-1.15651835561257,-0.245021540725344,-0.162408158914612,0.728180556449155,-1.14301162532355,-0.188000811796786,-0.869974143382826,1.09717416056081,-0.946633502345651,-0.176762448676583,-0.563415820183024,-1.23528103527927,-0.67018697905812,0.0614759330119381,0.902017459848193,-0.749073105417211,-0.112127198864913,-0.237791068158383,-0.165485955718423,-0.319499120999033,-0.783884679909513,1.16366266348092,-0.484157652583827,-0.19116122647945,0.113356465721693,-0.895205963248925,1.59863928613748,-0.89200660175185,-0.929436161562954,-0.958538816358075,-1.23522272149695,1.03266291366359,2.06125865203298,1.3182152292316,0.365994659837198,-0.203572717846333,0.129779451825665,-0.974261996474373,1.06508751375561,1.46423092393265,-0.962663562065011,-1.12282208708853,-0.824481776674592,-0.0683176827038935,-0.777744498386757,-0.412328005199401,-0.00204852862314869,0.886075921784982,-0.805122237194848,-1.44105641198053,-1.34984777965377,-0.203939283261497
"1997_56_29_7863",-0.533553220930634,-0.0276400639118964,-0.987895497117228,-0.872410201656368,-1.92402383179469,0.0923283880339146,-0.876533682828655,-0.260756622116071,-1.29272423610772,0.629053801533432,0.343832108409235,-0.901590817484959,-0.692099924063036,-0.885590541140576,-1.86554918905852,-0.994282448702372,-0.193243880763683,-0.595789764967738,-1.28309898294299,-0.878045850397613,0.0693209737289575,0.53562053233652,-0.703004468043221,-0.257353418548743,-0.356400239887121,-0.236819502970655,-0.546158949328292,-0.976977514189496,0.984606475219598,-0.466519951299612,-0.301990685063824,-0.00430279008634886,-1.12556541050682,1.3047264837833,-0.873650576027259,-1.04754422739912,-0.104647174976023,0.206794737943063,-0.859254235451452,-0.215609622469054,1.47811565493266,-0.918157163552812,-0.703650206075728,0.436775056777701,0.870429749008,-1.50983523616152,-0.58705335259753,-0.788364201847523,-0.649158721697505,-0.712238349377017,-0.389362845876096,0.25671383196124,0.731414651418979,-1.32284858010851,-0.757320464931601,-0.445832341488117,-0.321331812327994,0.339930403240275,-1.2743705996173
"1997_56_29_7864",-0.678533133866852,-0.358804194146019,-0.439318240127211,-0.754012479822761,-2.07487035205302,0.18723888465017,-0.451251821255817,-0.464866280216871,-2.00605373083615,0.470761409443824,-0.809213235710524,-0.600912174995083,-0.218312195257404,-0.689524800834069,0.607899218450315,-0.986531010398321,-0.217956945792211,-0.605549457897443,-1.22504987045048,-0.898722352875978,0.103858851359409,0.414649826304486,-0.5918148225497,-0.133772081194343,-0.174647753939487,-0.214377682406392,-0.526539972163047,-1.01357605403786,0.91809214526659,-0.440914026550799,-0.202742696340053,0.0701212110055056,-1.17581372043953,1.1986829461946,-0.537887308302703,-1.04754422739912,-0.775918474898697,-0.0257211798580868,-1.03664521505029,-0.886149722610335,1.61175641946691,-0.951384203147842,-0.522994779396932,-0.907511708757465,0.852861256193879,-1.2549162350977,-0.0119323382347455,-1.11097213975056,-0.855089104510961,-1.0780542833343,-1.01687295637655,-0.125073958723168,0.301097366119704,-0.00204852862314869,-0.661611071117007,0.142458021270624,-0.537041245102075,-0.0107302524418704,-0.203939283261497
"1997_56_29_8639",-0.678533133866852,-0.193222129028958,-0.987895497117228,-1.31907039695901,-1.09678840527275,-1.10054134753394,-0.85932354445459,0.444459082758605,-1.93917909070536,0.470761409443824,-0.589585551116284,-0.59432797114494,-0.97070483900852,-0.866517256057861,-4.45077030429793,-0.990674351288633,-0.192361899594257,-0.593539105676145,-1.27880639053306,-0.894217940872902,0.0798944069837125,0.498231490507353,-0.650985786967477,-0.221954740852309,-0.281744024474113,-0.247605224358339,-0.551260334797206,-0.973691265385687,0.956546915439434,-0.454943184945671,-0.274562314575617,0.0111157882582315,-1.12389932758398,1.24504752848516,-0.695039397755518,-1.02392261423189,0.605297605947944,-0.58025704770799,-0.826981718485968,0.379843690708429,1.17109294916743,-0.808481733950394,-0.572392965525282,0.124186953757041,-0.974261996474373,-1.80980968857615,-1.32193020428331,-1.02349110565919,-0.913781524292944,-0.995104437386055,-0.694957182140456,-1.98603233742442,-0.892706490570362,-1.32284858010851,-0.836607785210689,0.823110181725977,-0.537041245102075,0.177166678365784,-1.2743705996173
"1997_56_29_8645",-0.533553220930634,-0.0276400639118964,-0.987895497117228,-1.45723300605561,-1.19310079694207,-0.514446623822088,-0.908793310948479,0.388266969036959,-1.51563970321036,0.312469017354215,-0.589585551116284,-0.662364744263087,-0.992455202940498,-0.678898580109356,1.05923390861949,-0.981947542225525,-0.144898124174229,-0.563230880670513,-1.35160849719407,-0.914820483531974,0.0598035068080572,0.558105657831372,-0.554187283635558,-0.291269689912183,-0.279803229849615,-0.322739651867166,-0.605844558406578,-0.889020808052775,0.931891337813604,-0.431877089971091,-0.33356617052342,-0.070438381458629,-1.01935475990294,1.10454628876399,-0.58250701403102,-1.02392261423189,0.312316437615699,2.05030599565535,-0.327508095384677,-0.654501092711855,1.43041514750871,-0.369441056737078,-0.428881131972963,-0.937899024582899,-0.169868111651871,-0.509920394779393,-1.12373614428321,-0.793328336814594,-0.493649785690183,-0.791721513953878,-1.03443664918583,0.362623613505245,0.873050649113854,-1.32284858010851,-0.294083631334304,-1.02958927892675,-0.321331812327994,0.339930403240275,-1.2743705996173
"1997_56_29_8653",-0.968492959739286,-0.524386259263081,-0.987895497117228,-1.46312152198795,-1.23570383670632,-0.714872461187352,-0.813312021476579,0.747009966848432,-1.58251434334115,0.312469017354215,-0.644492472264844,-0.427528140274643,-1.05493535961961,-0.95403865576043,0.2581413294941,-0.974190284671533,-0.0878462080717109,-0.527578729325976,-1.44172222919975,-0.944448388791712,0.00619143781857688,0.680905958996281,-0.523379389247618,-0.395073578593876,-0.348044124465941,-0.405347902402105,-0.681449375895705,-0.715964479491956,0.936756611466745,-0.425019729277664,-0.419100847461356,-0.186050707144887,-0.800128166349405,1.00996035695716,-0.5711446432813,-1.02392261423189,-0.958538816358075,-1.23522272149695,-0.224879286178057,-1.44863793349675,1.3182152292316,-0.143956729368918,-1.2069460620638,-1.72104578858743,-0.974261996474373,0.0513954366328477,0.515261924931146,-0.878854212712017,-0.653081684433945,-0.781991921333605,-1.30524987572628,-2.05655975080293,-1.07336897048292,-1.32284858010851,0.282963354848101,3.15281509357816,-1.08058560481588,-0.232965152606091,-1.2743705996173
"1997_56_29_8668",-0.678533133866852,-0.524386259263081,-0.439318240127211,-0.698093076955154,-2.29631487764114,-0.0455309280212411,-0.640131488514128,0.574808734671389,-2.02834527754641,0.312469017354215,-0.864120156859084,-0.341933490222781,-0.82482183128606,-0.460745217289212,0.435645490658099,-0.967361807808514,-0.112437591407727,-0.537958759681443,-1.38619504068626,-0.936492756173942,0.0321154260436476,0.608035485261265,-0.458455387956819,-0.338726004397454,-0.262009404389572,-0.371691786956024,-0.648935608011942,-0.791105807913276,0.915304075318423,-0.407756543359292,-0.373488192490026,-0.128210691144692,-0.896464028870949,1.00617733260092,-0.550997244395921,-1.00030100106465,-0.598987529846298,-0.755185976034344,-1.12925318344569,0.151804331963596,1.61092413471199,-0.105629343496116,0.288429306570699,0.773435281742106,-0.46672775962208,0.300127918803641,0.147823499088247,-0.867114117870018,-0.61774594251296,-0.842339693838172,-1.2018017267592,-0.0985481327537676,0.317048537274729,-0.625042395820185,1.09239514901306,-0.69154476957344,-0.537041245102075,-0.232965152606091,-0.203939283261497
"1997_56_29_8669",-0.823513046803069,-0.358804194146019,-0.987895497117228,-1.41013652307606,-0.574309055869784,-0.73476878204192,-0.0632419971170421,-0.84738798687922,-1.93917909070536,0.154176625264606,-0.809213235710524,-0.407775528724214,0.295880831165502,-0.656241570189481,1.2179563685094,-0.943612601615458,-0.139469674931738,-0.541114125552491,-1.29754007507636,-0.925900313545219,0.0657559630436126,0.510698024620578,-0.292316031413378,-0.239783681872762,-0.0951713766113123,-0.315719639227757,-0.599658983770518,-0.898652715924804,0.857200117366484,-0.359032750613751,-0.294417984914219,-0.0395223231524477,-1.03211065893516,0.913088790986249,-0.59242464476487,-1.02392261423189,-0.926764971111905,0.567995388540907,-0.935352978191162,-1.011451638516,1.35030707199681,-0.760368165634085,0.128997051545647,-0.691114158629872,0.0126101307384195,-0.746263902742438,-1.03267016691763,-0.547505048132131,-0.394025215003899,-0.357402491821049,-1.01913073391442,0.0239104843529763,0.491847394869841,-1.32284858010851,-0.725921572493455,-0.380081586186543,-0.786059510048788,-0.0107302524418704,-1.2743705996173
"1997_56_29_8672",-0.678533133866852,-0.193222129028958,-0.987895497117228,-0.81399429036951,-0.935306538114034,-0.0945136851486678,-0.192882746139971,-0.213339116928341,-2.00605373083615,-0.00411576682500274,-0.754306314561964,-0.262923044021062,-0.0872062614083911,-0.24445561240817,1.0006128249525,-0.925270171020007,-0.137219136007418,-0.530445810437015,-1.27010903117122,-0.928971899792486,0.0725965854206765,0.495840838124862,-0.208047952683073,-0.226902600498776,-0.035967229746703,-0.316997129946015,-0.580563163616017,-0.899829041390014,0.832499917610017,-0.332461812928993,-0.284734937848034,0.00632015802549591,-1.0350426819528,0.852351443917737,-0.575489086808028,-1.00030100106465,-0.283667523713846,-0.194757983998752,-1.59229540080683,-0.927235721541134,1.57741499001886,-0.68099673731088,-0.284715387207722,0.236555865528475,1.33021778166577,0.0513954366328477,-0.882134673043669,-0.532193629321001,-0.389748496928542,-0.333333183193567,-1.09859128476489,0.0742158647012052,0.587202761813033,-1.32284858010851,0.307104941610272,0.149886608972143,-0.537041245102075,0.177166678365784,-1.2743705996173
"1997_56_3_8609",-0.678533133866852,-0.193222129028958,-0.987895497117228,-1.44119254469103,-2.25357893138323,-0.519470861708821,-0.650180568702422,0.0290259084984708,-1.76084671702325,-0.162408158914612,-0.0954232607792445,-0.576770094211224,-0.606214834436306,-0.545700103886091,0.352358777890984,-0.994534557126889,-0.0270202063355314,-0.504736580263594,-1.58854315969772,-0.796322382871525,-0.0915278526623342,1.08023023526462,-0.862779362996397,-0.43801622305733,-0.573281705391248,-0.426177492646974,-0.706493436913779,-0.527124751782049,1.04248922715804,-0.499600088955192,-0.457331835027573,-0.438100082789004,-0.544030827054987,1.01946814091914,-0.722851040280578,-1.00030100106465,-0.592075258635148,-0.436379440609745,-0.937506485060984,-0.907304690948853,1.49484604712072,-1.01726240407617,-0.952971620294661,-1.20476956829938,0.683683177243123,0.149353601117527,0.880609662718041,-0.871001369836025,-0.872150841143203,-0.819134092918821,-0.588226985504622,0.415219130542972,0.881218340437843,-1.32284858010851,0.459449534558868,-0.994931061123884,-0.537041245102075,0.177166678365784,-1.2743705996173
"1997_56_3_8620",-0.388573307994417,0.137942001205165,-0.987895497117228,-0.123482996149739,-1.30867236585566,0.286694647011723,-0.693654598628723,0.0499157275598171,-1.56022279663088,-0.00411576682500274,-0.0954232607792445,-0.607496378845226,-0.654657724584538,-0.389031915802179,-0.0376834184177491,-1.01477339891674,-0.00687224529424751,-0.503338938409646,-1.65781296745264,-0.854083237457604,-0.113890772646573,1.07827588148928,-0.902503891312494,-0.437981303424923,-0.588759589752736,-0.427873760998528,-0.774221752001429,-0.472416744774463,0.991657518927727,-0.504103602875141,-0.459055157864587,-0.5030053747469,-0.470183940373692,0.865533184617996,-0.851656495673087,-1.00030100106465,-0.385824387302367,-0.227086043417365,-1.61289190654003,-0.982389345877123,1.58139701208232,-0.622556133770846,-0.357085521896779,0.16646070851588,0.0740874107942981,0.735911607302424,-0.489160413982585,-1.29160438889415,-1.22671260589475,-1.35168923235033,-0.8854369896859,0.8076821123497,1.07453426457175,-1.32284858010851,-0.346453161032874,-0.0533353738588692,-0.131062608117044,0.483498183323004,-1.2743705996173
"1997_56_33_8599",-0.388573307994417,-0.358804194146019,0.109259016862806,-0.597009156871841,0.221737812043271,0.328970643548178,-0.490009379959272,-1.36169495041848,-0.0666891670432373,-0.320700551004221,1.38706361023187,-1.00693807908725,0.120575906427613,-0.918377096180477,0.721751436407113,-0.977478270229713,0.103332787541837,-0.42488321727323,-1.79980628398145,-0.728967998536767,-0.259619110007686,1.44302145961847,-0.943539738682989,-0.209825155238999,-0.348840187102065,-0.290944132221771,-0.778714055468873,0.0683091861209301,0.864740955610721,-0.51622399161649,-0.298448114972615,-0.648991192560368,0.255976798704175,0.31699059615126,-0.82715199599144,-0.953057774730187,-0.958538816358075,-1.23522272149695,-0.224879286178057,-1.44863793349675,1.3182152292316,-0.143956729368918,-1.2069460620638,-1.72104578858743,-0.974261996474373,-0.214491009825581,3.82220775751718,-1.04591769064695,-1.1576494342284,-1.22001110725529,-0.529862446854529,-2.12152375207543,-1.47902179474337,-0.625042395820185,0.032535567732602,3.57252900593912,-0.131062608117044,-0.0107302524418704,0.422222896404234
"1997_56_33_8614",-0.533553220930634,-0.193222129028958,-0.987895497117228,-1.40397108824235,-0.0324987608175561,-0.856806014108939,-0.481807235852507,-0.371438259108693,-1.64938898347194,-0.00411576682500274,-0.0954232607792445,-0.589938501911511,-0.285225469259304,-0.446351922452283,0.898307905944514,-1.00261847454164,0.00114655923933972,-0.493245284978163,-1.65347472935983,-0.803867726963277,-0.127497757391457,1.15034860366633,-0.901617143542708,-0.405115780369181,-0.544201624003877,-0.412443921416813,-0.749587762042288,-0.424271327032817,1.00309410679172,-0.505629685996004,-0.434901144516261,-0.513098494335813,-0.406797343062712,0.848447065627821,-0.666448563951225,-1.00030100106465,-0.448409639748666,-0.348873886196157,-1.21649140685974,-0.58113500374552,1.59469205562683,-0.969766784222787,-0.651265225354557,0.330572328343203,-0.100637490417147,-0.823612687166705,0.45513563706594,-0.972246029735101,-0.931908865154692,-1.06006371789903,-0.621437919083811,0.740396026686919,0.982261771038309,-1.32284858010851,-0.454982436929609,-0.60023899472611,-0.321331812327994,0.177166678365784,-1.2743705996173
"1997_56_33_8617",0.0463664308142347,0.137942001205165,-0.987895497117228,0.242593121911181,-0.0324598931497723,-0.204368589011521,-0.598383235097038,-0.0419247556247844,-1.76084671702325,0.154176625264606,-0.205237103076364,-0.559212217277509,-0.529273028944915,-0.39478506442467,-0.33290685214806,-1.00867690701507,-0.00105043275209357,-0.497417175615459,-1.65936852922145,-0.82854300056425,-0.123691020360346,1.123803821604,-0.900382729943984,-0.414937005184493,-0.564293167109139,-0.407207199060469,-0.760980791070344,-0.445412353982541,0.997724404755942,-0.504568596833277,-0.442131003660182,-0.506816103391762,-0.433938481327331,0.851188891594566,-0.723406249387975,-0.976679387897421,-0.165830965125675,-0.208332619515646,-1.54476367392039,-0.919891608471457,1.58088173745232,-0.829842428848213,-0.3797395528139,0.265547549033292,0.721363749373061,-0.339614043453077,-0.571334061652388,-1.21840282389839,-1.13963183233172,-1.25931197172971,-0.800838869670698,0.84442036941073,0.942442044674624,-1.32284858010851,0.592253491989961,-0.106850739398754,0.33366508960375,0.483498183323004,-1.2743705996173
